,track_name,artist_name
4053,Turnin' Me On,Blake Shelton
4054,The Long Way,Brett Eldredge
4055,A Little Dive Bar in Dahlonega,Ashley McBryde
4056,Lucky Penny,JD McPherson
4057,Written in the Sand,Old Dominion
4058,Shoot Me Straight,Brothers Osborne
4059,All Day Long,Garth Brooks
4060,Downtown's Dead,Sam Hunt
4061,Famous,Mason Ramsey
4062,Doin' Fine,Lauren Alaina
4063,Must've Never Met You,Luke Combs
4064,She's with Me,High Valley
4065,David Ashley Parker from Powder Springs,Travis Denning
4066,Greatest Love Story,Lanco
4067,Like I Loved You,Brett Young
4068,"Houston, We Got a Problem",Luke Combs
4069,What Ifs,Kane Brown featuring Lauren Alaina
4070,I'd Be Jealous Too,Dustin Lynch
4071,I'll Name The Dogs,Blake Shelton
4072,You Broke Up with Me,Walker Hayes
4073,Sixteen,Thomas Rhett
4074,Losing Sleep,Chris Young
4075,Body Like a Back Road,Sam Hunt
4076,Get to You,Michael Ray
4077,Boy,Lee Brice
4078,Three Chords & the Truth,Chase Rice
4079,Highway Queen,Nikki Lane
4080,Legends,Kelsea Ballerini
4081,Round Here Buzz,Eric Church
4082,I Hate Love Songs,Kelsea Ballerini
4083,Happens Like That,Granger Smith
4084,I Could Use a Love Song,Maren Morris
4085,Burn Out,Midland
4086,She Ain't in It,Jon Pardi
4087,Female,Keith Urban
4088,A Girl Like You,Easton Corbin
4089,Unforgettable,Thomas Rhett
4090,Take It from Me,Jordan Davis
4091,Light It Up,Luke Bryan
4092,Down to the Honkytonk,Jake Owen
4093,Love Wins,Carrie Underwood
4094,When It Rains It Pours,Luke Combs
4095,The Difference,Tyler Rich
4096,On My Way To You,Cody Johnson
4097,Burning Man,Dierks Bentley featuring Brothers Osborne
4098,Girl Like You,Jason Aldean
4099,Ones That Like Me,Brantley Gilbert
4100,Whiskey Glasses,Morgan Wallen
4101,"10,000 Hours",Dan + Shay & Justin Bieber
4102,Speechless,Dan + Shay
4103,God's Country,Blake Shelton
4104,Beer Never Broke My Heart,Luke Combs
4105,The Bones,Maren Morris
4106,Beautiful Crazy,Luke Combs
4107,All to Myself,Dan + Shay
4108,Rumor,Lee Brice
4109,The Git Up,Blanco Brown
4110,Knockin' Boots,Luke Bryan
4111,Even Though I'm Leaving,Luke Combs
4112,Tequila, Dan + Shay
4113,Look What God Gave Her,Thomas Rhett
4114,One Man Band,Old Dominion
4115,Good as You,Kane Brown
4116,Talk You Out of It,Florida Georgia Line
4117,I Hope,Gabby Barrett
4118,Meant To Be,Bebe Rexha & Florida Georgia Line
4119,Prayed for You,Matt Stell
4120,What Happens In A Small Town,Brantley Gilbert + Lindsay Ell
4121,Girl,Maren Morris
4122,Chasin' You,Morgan Wallen
4123,I Don't Know About You,Chris Lane
4124,We Were,Keith Urban
4125,Here Tonight,Brett Young
4126,What If I Never Get Over You,Lady Antebellum
4127,The Ones That Didn't Make It Back Home,Justin Moore
4128,Ride Me Back Home,Willie Nelson
4129,Every Little Thing,Russell Dickerson
4130,Miss Me More,Kelsea Ballerini
4131,Die from a Broken Heart,Maddie & Tae
4132,Good Vibes,Chris Janson
4133,Love You Too Late,Cole Swindell
4134,Eyes On You,Chase Rice
4135,Living,Dierks Bentley
4136,Raised On Country,Chris Young
4137,Some of It,Eric Church
4138,Rearview Town,Jason Aldean
4139,Take It from Me,Jordan Davis
4140,Ridin' Roads,Dustin Lynch
4141,Tip of My Tongue,Kenny Chesney
4142,Make It Sweet,Old Dominion
4143,One Thing Right,Marshmello & Kane Brown
4144,Millionaire,Chris Stapleton
4145,She Got the Best of Me,Luke Combs
4146,On My Way To You,Cody Johnson
4147,Down to the Honkytonk,Jake Owen
4148,Southbound,Carrie Underwood
4149,This Is It,Scotty McCreery
4150,Remember You Young,Thomas Rhett
4151,Does to Me,Luke Combs featuring Eric Church
4152,Kinfolks,Sam Hunt
4153,It All Comes Out in the Wash,Miranda Lambert
4154,Rednecker,Hardy
4155,Homesick,Kane Brown
4156,What Makes You Country,Luke Bryan
4157,Night Shift,Jon Pardi
4158,Buy My Own Drinks,Runaway June
4159,Girl Like You,Jason Aldean
4160,Trapper Man,Mark Knopfler
4161,Catch,Brett Young
4162,Homecoming Queen?,Kelsea Ballerini
4163,Make Me Want to,Jimmie Allen
4164,Caught Up in the Country,Rodney Atkins featuring The Fisk Jubilee Singers
4165,Thought About You,Tim McGraw
4166,Love Someone,Brett Eldredge
4167,Sixteen,Thomas Rhett
4168,Love Wins,Carrie Underwood
4169,Love Ain't,Eli Young Band
4170,Just the Way,Parmalee & Blanco Brown
4171,Heartache Medication,Jon Pardi
4172,There Was This Girl,Riley Green
4173,One That Got Away,Michael Ray
4174,After a Few,Travis Denning
4175,Mr. Lonely,Midland
4176,Homemade,Jake Owen
4177,To A T,Ryan Hurd
4178,Best Shot,Jimmie Allen
4179, Burn Out,Midland
4180,Bluebird,Miranda Lambert
4181,Every Little Honky Tonk Bar,George Strait
4182,Back To Life,Rascal Flatts
4183,Lose It,Kane Brown
4184,Closer to You,Carly Pearce
4185,Day Drunk,Morgan Evans
4186,Burning Man,Dierks Bentley featuring Brothers Osborne
4187,Good Girl,Dustin Lynch
4188,Rainbow,Kacey Musgraves
4189,Nothing To Do Town,Dylan Scott
4190,Drunk Me,Mitchell Tenpenny
4191,More Hearts Than Mine,Ingrid Andress
4192,Somebody's Daughter,Tenille Townes
4193,Slow Dance in a Parking Lot,Jordan Davis
4194,Neon Church,Tim McGraw
4195,We Back,Jason Aldean
4196,Cry to Me,John Hiatt
4197,The Difference,Tyler Rich
4198,Lonely If You Are,Chase Rice
4199,Dive Bar,Garth Brooks & Blake Shelton
4200,I Hope,Gabby Barrett
4201,More Than My Hometown,Morgan Wallen
4202,The Bones,Maren Morris
4203,"10,000 Hours",Dan + Shay & Justin Bieber
4204,One Margarita,Luke Bryan
4205,Good Time,Niko Moon
4206,Chasin' You,Morgan Wallen
4207,Nobody But You,Blake Shelton Duet With Gwen Stefani
4208,I Hope You're Happy Now,Carly Pearce & Lee Brice
4209,Hard to Forget,Sam Hunt
4210,One Man Band,Old Dominion
4211,Got What I Got,Jason Aldean
4212,Die from a Broken Heart,Maddie & Tae
4213,I Should Probably Go to Bed,Dan + Shay
4214,Slow Dance in a Parking Lot,Jordan Davis
4215,One Beer,HARDY featuring Lauren Alaina & Devin Dawson
4216,One Of Them Girls,Lee Brice
4217,More Hearts Than Mine,Ingrid Andress
4218,Here and Now,Kenny Chesney
4219,Bluebird,Miranda Lambert
4220,Beer Can't Fix,Thomas Rhett featuring Jon Pardi
4221,Kinfolks,Sam Hunt
4222,Lovin' on You,Luke Combs
4223,You Can't Rule Me,Lucinda Williams
4224,I Love My Country,Florida Georgia Line
4225,God Whispered Your Name,Keith Urban
4226,Be a Light,"Thomas Rhett featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban"
4227,Does to Me,Luke Combs featuring Eric Church
4228,Why We Drink,Justin Moore
4229,Hole in the Bottle,Kelsea Ballerini
4230,One Big Country Song,LoCash
4231,Pretty Heart,Parker McCollum
4232,Almost Maybes,Jordan Davis
4233,Even Though I'm Leaving,Luke Combs
4234,Cool Again,Kane Brown
4235,Thinking 'Bout You,Dustin Lynch featuring MacKenzie Porter
4236,One Night Standards,Ashley McBryde
4237,Homesick,Kane Brown
4238,I Called Mama,Tim McGraw
4239,After a Few,Travis Denning
4240,Six Feet Apart,Luke Combs
4241,Champagne Night,Lady A
4242,Momma's House,Dustin Lynch
4243,Some Girls,Jameson Rodgers
4244,What She Wants Tonight,Luke Bryan
4245,The Other Girl,Kelsea Ballerini & Halsey
4246,Heartache Medication,Jon Pardi
4247,Starting Over,Chris Stapleton
4248,We Didn't Have Much,Justin Moore
4249,Love You Like I Used To,Russell Dickerson
4250,We Back,Jason Aldean
4251,7 Summers,Morgan Wallen
4252,Catch,Brett Young
4253,In Between,Scotty McCreery
4254,Ride Me Back Home,Willie Nelson
4255,Homecoming Queen?,Kelsea Ballerini
4256,Ain't Always The Cowboy,Jon Pardi
4257,Homemade,Jake Owen
4258,Ridin' Roads,Dustin Lynch
4259,What If I Never Get Over You,Lady Antebellum
4260,First Rose of Spring,Willie Nelson
4261,Monsters,Eric Church
4262,Everywhere But On,Matt Stell
4263,She's Mine,Kip Moore
4264,Done,Chris Janson
4265," Big, Big Plans",Chris Lane
4266,Lonely If You Are,Chase Rice
4267,Getting Good,Lauren Alaina
4268,I Wish Grandpas Never Died,Riley Green
4269,Happy Anywhere,Blake Shelton featuring Gwen Stefani
4270,Blessings,Florida Georgia Line
4271,Lady,Brett Young
4272,Make Me Want to,Jimmie Allen
4273,Her World Or Mine,Michael Ray
4274,Heartless,Diplo Presents Thomas Wesley featuring Morgan Wallen
4275,The Good Ones,Gabby Barrett
4276,What Could've Been,Gone West
4277,One Thing Right,Marshmello & Kane Brown
4278,Just The Way,Parmalee & Blanco Brown
4279,Stick That In Your Country Song,Eric Church
4280,No I In Beer,Brad Paisley
4281,Better Together,Luke Combs
4282,Dive Bar,Garth Brooks & Blake Shelton
4283,Tip of My Tongue,Kenny Chesney
4284,All Night,Brothers Osborne
4285,Remember You Young,Thomas Rhett
4286,Drowning,Chris Young
4287,Count on Me,The Lone Bellow
4288,Beers And Sunshine,Darius Rucker
4289,Drinking Alone,Carrie Underwood
4290,Next Girl,Carly Pearce
4291,We Were,Keith Urban
4292,My Truck,Breland
4293,Just About Over You,Priscilla Block
4294,Betty,Taylor Swift
4295, This Is Us,Jimmie Allen
4296,Happy Does,Kenny Chesney
4297,To A T,Ryan Hurd
4298,Forever After All,Luke Combs
4299,To Hell & Back,Maren Morris
4300,Forever After All,Luke Combs
4301,Fancy Like,Walker Hayes
4302, Starting Over,Chris Stapleton
4303,Glad You Exist,Dan + Shay
4304,Things a Man Oughta Know,Lainey Wilson
4305,I Hope,Gabby Barrett
4306,Better Together,Luke Combs
4307,Famous Friends,Chris Young + Kane Brown
4308,The Good Ones,Gabby Barrett
4309,Buy Dirt,Jordan Davis featuring Luke Bryan
4310,Chasing After You,Ryan Hurd With Maren Morris
4311,You Time,Scotty McCreery
4312,I Was on a Boat That Day,Old Dominion
4313,Lil Bit,Nelly & Florida Georgia Line
4314,My Boy,Elvie Shane
4315,One Too Many,Keith Urban Duet With P!nk
4316,Freedom Was a Highway,Jimmie Allen
4317,Settling Down,Miranda Lambert
4318,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert
4319,What's Your Country Song,Thomas Rhett
4320,Half of My Hometow,Kelsea Ballerini featuring Kenny Chesney
4321,Sand In My Boots,Morgan Wallen
4322,Single Saturday Night,Cole Swindell
4323,Hell Of A View,Eric Church
4324,Almost Maybes,Jordan Davis
4325,Steal My Love,Dan + Shay
4326,I Quit Drinking,Kelsea Ballerini & LANY
4327,Gone,Dierks Bentley
4328,Country Again,Thomas Rhett
4329,Tequila Little Time,Jon Pardi
4330,Knowing You,Kenny Chesney
4331,If I Didn't Love You,Jason Aldean & Carrie Underwood
4332,Whiskey And Rain,Michael Ray
4333,Good Time,Niko Moon
4334,Memory I Don't Mess With,Lee Brice
4335,Next Girl ,Carly Pearce
4336,Breaking Up Was Easy In The 90's,Sam Hunt
4337,You Should Probably Leave,Chris Stapleton
4338,Wasted On You,Morgan Wallen
4339,Blame It On You,Jason Aldean
4340,Drinkin' Beer. Talkin' God. Amen.,Chase Rice featuring Florida Georgia Line
4341,Made for You,Jake Owen
4342,Same Boat,Zac Brown Band
4343,Good Things,Dan + Shay
4344,We Didn't Have Much,Justin Moore
4345,I'm Not for Everyone,Brothers Osborne
4346,Waves,Luke Bryan
4347,Just About Over You,Priscilla Block
4348,Never Wanted to Be That Girl, Carly Pearce & Ashley McBryde
4349,Minimum Wage,Blake Shelton
4350,Nobody,Dylan Scott
4351,Down To One,Luke Bryan
4352,Like A Lady,Lady A
4353,More Than My Hometown,Morgan Wallen
4354,What He Didn't Do,Carly Pearce
4355,Cold Beer Calling My Name,Jameson Rodgers featuring Luke Combs
4356,Somebody Like That,Tenille Arts
4357,Lady,Brett Young
4358,Long Live,Florida Georgia Line
4359,Cold As You,Luke Combs
4360,Momma's House,Dustin Lynch
4361,7 Summers,Morgan Wallen
4362,Just The Way,Parmalee & Blanco Brown
4363,Beers And Sunshine,Darius Rucker
4364,Somebody's Problem,Morgan Wallen
4365,Home Sweet,Russell Dickerson
4366,"Wine, Beer, Whiskey",Little Big Town
4367,To Be Loved By You,Parker McCollum
4368,How They Remember You,Rascal Flatts
4369,Undivided,Tim McGraw & Tyler Hubbard
4370,One Mississippi,Kane Brown
4371,Give Heaven Some Hell,HARDY
4372,Worship You,Kane Brown
4373,Hole in the Bottle,Kelsea Ballerini
4374,Memory,Kane Brown & blackbear
4375,Happy Does,Kenny Chesney
4376,Happy Anywhere,Blake Shelton featuring Gwen Stefani
4377,I Should Probably Go to Bed,Dan + Shay
4378, Thinking 'Bout You,Dustin Lynch featuring MacKenzie Porter
4379,Shallow,Garth Brooks & Trisha Yearwood
4380,Lady Like,Ingrid Andress
4381,Still Goin Down,Morgan Wallen
4382,Pretty Heart,Parker McCollum
4383,All Night,Brothers Osborne
4384,Love You Like I Used To,Russell Dickerson
4385,"Big, Big Plans",Chris Lane
4386,865,Morgan Wallen
4387,Warning,Morgan Wallen
4388,Champagne Night,Lady A
4389,Dangerous,Morgan Wallen
4390,Love Story (Taylor's Version),Taylor Swift
4391,Livin' The Dream,Morgan Wallen
4392,Am I The Only One,Aaron Lewis
4393,One Of Them Girls,Lee Brice
4394,Mr. Perfectly Fine (Taylor's Version) (From The Vault),Taylor Swift
4395,Dicked Down In Dallas,Trey Lewis
4396,One Beer,HARDY featuring Lauren Alaina & Devin Dawson
4397,Ain't Always The Cowboy,Jon Pardi
4398,Take Me Home For Christmas,Dan + Shay
4399,Bad Trick,"Ray Wylie Hubbard featuring Ringo Starr, Don Was, Joe Walsh & Chris Robinson"
4400,Hot Boyz,"Missy ""Misdemeanor"" Elliott (featuring Nas, Eve & Q-Tip)"
4401,It Wasn't Me,Shaggy
4402,Angel,Shaggy
4403,Incomplete,Sisqó
4404,Maria Maria,Santana Featuring The Product G&B
4405,Independent Women (Part I),Destiny's Child
4406,Get It On...Tonite,Montell Jordan
4407,He Wasn't Man Enough,Toni Braxton
4408,Ms. Jackson, OutKast
4409,Love Don't Cost a Thing,Jennifer Lopez
4410,Say My Name,Destiny's Child
4411,Case of the Ex,Mýa
4412,Bag Lady,Erykah Badu
4413,Thong Song,Sisqó
4414,He Loves U Not,Dream
4415,No More,Ruff Endz
4416,Try Again,Aaliyah
4417,I Just Wanna Luv U (Give It 2 Me),Jay-Z
4418,Doesn't Really Matter,Janet Jackson
4419,Thank God I Found You,Mariah Carey With Joe & 98°
4420,Wifey,Next
4421,Country Grammar (Hot Shit),Nelly
4422,I Wanna Know,Joe
4423,I Wish,Carl Thomas
4424,Let's Get Married,Jagged Edge
4425,Fill Me In,Craig David
4426,7 Days,Craig David
4427,I Wish,R. Kelly
4428,He Can't Love U,Jagged Edge
4429,Put It on Me,Ja Rule
4430,It's Over Now,112
4431,Bounce With Me,Lil' Bow Wow (featuring Xscape)
4432,Liar,Profyle
4433,Jumpin' Jumpin',Destiny's Child
4434,(Hot S**t) Country Grammar,Nelly
4435,Separated,Avant
4436,Between Me And You,Ja Rule (Featuring Christina Milian)
4437,No More (Baby I'ma Do Right),3LW
4438,Shake Ya Ass,Mystikal
4439,Promise,Jagged Edge
4440,Bow Wow (That's My Name),Bow Wow
4441,Wobble Wobble,504 Boyz
4442,The Real Slim Shady,Eminem
4443,Untitled (How Does It Feel),D'Angelo
4444,None Of Ur Friends Business,Ginuwine
4445,One Night Stand,J-Shin Featuring LaTocha Scott of Xscape
4446,Big Pimpin',Jay-Z (featuring UGK)
4447,Shackles (Praise You),Mary Mary
4448,Danger (Been So Long),Mystikal
4449,My First Love,Avant Featuring Ketara Wyatt
4450,Deep Inside,Mary J. Blige
4451,The Next Episode,Dr. Dre & Snoop Dogg
4452,Crazy,K-Ci & JoJo
4453,E.I.,Nelly
4454,I Don't Wanna,Aaliyah
4455,No More Rain (In This Cloud),Angie Stone
4456, There You Go,Pink
4457,Just Friends (Sunny),Musiq Soulchild
4458,Caught Out There,Kelis
4459,I Like It,Sammie
4460,Just Be a Man About It,Toni Braxton
4461,Dance Tonight,Lucy Pearl
4462,Could It Be,Jaheim
4463,Callin' Me,Lil' Zane Feat. 112
4464,Party Up (Up in Here),DMX
4465,What'Chu Like,Da Brat Featuring Tyrese
4466,Case Of The Ex (Whatcha Gonna Do),Mya
4467,Forgot About Dre,Dr. Dre Featuring Eminem
4468,What's Your Fantasy,Ludacris (Featuring Shawnna)
4469,Got To Get It,Sisqo (featuring Make It Hot)
4470,Whoa!,Black Rob
4471,Mamacita,Public Announcement
4472,As We Lay,Kelly Price
4473,You Owe Me,Nas (featuring Ginuwine)
4474,Whatever,Ideal
4475,I Learned From The Best,Whitney Houston
4476,Best Of Me,Mya Featuring Jadakiss
4477,Love Is Blind,Eve Featuring Faith Evans
4478,Take That,"Torrey Carter (Featuring Missy ""Misdemeanor"" Elliott)"
4479,Open My Heart,Yolanda Adams
4480,Girls Dem Sugar,Beenie Man
4481,The Light,Common
4482,Bring It All To Me,Blaque (Feat. *NSYNC)
4483,Bad Boyz,Shyne Featuring Barrington Levy
4484,X,Xzibit
4485,You Should've Told Me,Kelly Price
4486,Whistle While You Twurk,Ying Yang Twins
4487,Dance with Me,Debelah Morgan
4488,Hey Papi,Jay-Z (Featuring Memphis Bleek & Amil)
4489,Pop Ya Collar,Usher
4490,No Matter What They Say,Lil' Kim
4491,Rap Superstar / Rock Superstar,Cypress Hill
4492,Do It Again (Put Ya Hands Up),Jay-Z Featuring Beanie Sigel & Amil
4493,"Same Script, Different Cast",Whitney Houston & Deborah Cox
4494,Anything,Jay-Z
4495,That's What I'm Looking For,Da Brat
4496,Straight Up,Chante Moore
4497,Breathe and Stop,Q-Tip
4498,Summer Rain,Carl Thomas
4499,"Left, Right, Left",Drama
4500,Ain't It Funny,Jennifer Lopez
4501,U Got It Bad,Usher
4502,Fallin',Alicia Keys
4503,U Remind Me,Usher
4504,Always on Time,Ja Rule
4505, All for You,Janet Jackson
4506,Stutter,Joe (Featuring Mystikal)
4507,Family Affair,Mary J. Blige
4508,I'm Real,Jennifer Lopez
4509,Promise,Jagged Edge
4510,It's Over Now,112
4511,Where the Party At,Jagged Edge
4512,Fiesta (Remix),R. Kelly (Featuring Jay-Z and Boo & Gotti)
4513,Differences,Ginuwine
4514,Danger (Been So Long),Mystikal Featuring Nivea
4515,Loverboy,Mariah Carey 
4516,Missing You,Case
4517,Bootylicious,Destiny's Child
4518,My Baby,Lil' Romeo
4519,Peaches & Cream,112
4520,Could It Be,Jaheim
4521,More Than a Woman,Aaliyah
4522,Get Ur Freak On, Missy Elliott
4523,Rock the Boat,Aaliyah
4524,Survivor,Destiny's Child
4525,A Woman's Worth,Alicia Keys
4526,Let Me Blow Ya Mind,Eve Featuring Gwen Stefani
4527,Livin' It Up,Ja Rule (feat. Case)
4528,It Wasn't Me,"Shaggy (Featuring Ricardo ""RikRok"" Ducent)"
4529,Stranger in My House,Tamia
4530,Hit 'Em Up Style (Oops!),Blu Cantrell
4531,Heard It All Before,Sunshine Anderson
4532,Izzo (H.O.V.A.),Jay-Z 
4533,No More Drama,Mary J. Blige
4534,Music,Erick Sermon
4535,"Girls, Girls, Girls",Jay-Z
4536,Love,Musiq Soulchild
4537,Superwoman Pt. II,Lil' Mo (Featuring Fabolous)
4538,Ugly,Bubba Sparxxx
4539,Someone to Call My Lover,Janet Jackson
4540,Contagious,The Isley Brothers
4541,We Thuggin,Fat Joe Featuring R. Kelly
4542,One Minute Man,Missy Elliott
4543,Emotional,Carl Thomas
4544,Gone,N Sync
4545,What Would You Do?,City High
4546,The World's Greatest,R. Kelly
4547,Southern Hospitality,Ludacris
4548,Bizounce,Olivia
4549,One Woman Man,Dave Hollister
4550,Rollout (My Business),Ludacris
4551,Caramel,City High
4552,"Lights, Camera, Action!",Mr. Cheeks
4553,The Whole World,OutKast
4554,She's All I Got,Jimmy Cozier
4555,Lifetime,Maxwell
4556,You Rock My World,Michael Jackson 
4557,Butterflies,Michael Jackson
4558,Break Ya Neck,Busta Rhymes
4559,Bow Wow (That's My Name),Lil' Bow Wow
4560,Take You Out,Luther Vandross
4561,I'm a Thug,Trick Daddy
4562,After Party,Koffee Brown
4563,"So Fresh, So Clean",OutKast
4564,Area Codes,Ludacris (Feat. Nate Dogg)
4565,Love Of My Life,Brian McKnight
4566,Raise Up,Petey Pablo
4567,Wait A Minute,Ray J Featuring Lil' Kim
4568,I Cry,Ja Rule (Feat. Lil' Mo)
4569,Maybe I Deserve,Tank
4570,Bad Intentions,Dr. Dre
4571,Oochie Wally,QB's Finest
4572,You Gets No Love,Faith Evans
4573,Bad Boy for Life,"P. Diddy, Black Rob & Mark Curry "
4574,Who's That Girl?,Eve
4575,Purple Pills,D-12
4576,Can't Believe,Faith Evans Featuring Carl Thomas
4577,Can't Deny It,Fabolous Featuring Nate Dogg
4578,Free,Mýa
4579,Feelin' on Yo Booty,R. Kelly
4580, A Long Walk,Jill Scott
4581,There She Goes,Babyface
4582,The Way,Jill Scott
4583,Emotion,Destiny's Child
4584,Ride Wit Me,Nelly (Featuring City Spud)
4585,Things I've Seen,Spooks
4586,I Like Them Girls,Tyrese
4587,He Loves U Not,Dream
4588,Who We Be,DMX
4589,Until the End of Time,2Pac
4590,We Need A Resolution,Aaliyah featuring Timbaland
4591,Video,India.Arie
4592,Project Chick,Cash Money Millionaires
4593,Just in Case,Jaheim
4594,Soul Sista,Bilal
4595,Ante Up,M.O.P.
4596,Is That Your Chick,Memphis Bleek (feat. Jay-Z & Missy Elliott)
4597,Uh Huh,B2K
4598,Goodbye,Jagged Edge
4599,The Star Spangled Banner,Whitney Houston
4600,Foolish,Ashanti
4601,Dilemma,Nelly Featuring Kelly Rowland
4602,Always On Time,Ja Rule (feat. Ashanti)
4603,Hot in Herre,Nelly
4604,All I Have,Jennifer Lopez
4605,Ignition,R. Kelly
4606,Work It,Missy Elliott
4607,Cry Me a River,Justin Timberlake
4608,"Lights, Camera, Action!",Mr. Cheeks
4609,Butterflies,Michael Jackson
4610,Gangsta Lovin',Eve Featuring Alicia Keys
4611,U Don't Have to Call,Usher
4612,"Bump, Bump, Bump",B2K
4613,Luv U Better,LL Cool J
4614,Oh Boy,Cam'ron Featuring Juelz Santana
4615,Oops (Oh My),Tweet 
4616,What's Luv?,Fat Joe Featuring Ashanti
4617,Mesmerize,Ja Rule
4618,Lose Yourself,Eminem
4619,Addictive,Truth Hurts
4620,Miss You,Aaliyah
4621,Love of My Life (An Ode to Hip Hop),Erykah Badu
4622,Down 4 U,Irv Gotti Presents the INC.
4623,Nothin',N.O.R.E.
4624,03 Bonnie & Clyde,Jay-Z Featuring Beyoncé Knowles
4625,What About Us?,Brandy
4626,Gossip Folks,Missy Elliott
4627,Gimme the Light,Sean Paul
4628,Just a Friend 2002,Mario
4629,I Love You,Faith Evans
4630,Move Bitch,Ludacris
4631,Air Force Ones,"Nelly Featuring Kyjuan, Ali & Murphy Lee"
4632,Halfcrazy,Musiq Soulchild
4633,Hey Ma,"Cam'ron (feat. Juelz Santana, Freekey Zekey & Toya)"
4634,Ain't It Funny (Murder Remix),Jennifer Lopez Featuring Ja Rule & Caddillac Tah
4635,I Need a Girl (Part II),"P. Diddy & Ginuwine Featuring Loon, Mario Winans & Tammy Ruggieri"
4636,I Care 4 U,Aaliyah
4637,Dontchange,Musiq
4638,Pass the Courvoisier (Part II),Busta Rhymes
4639,Happy,Ashanti
4640,Still Fly,Big Tymers
4641,Breathe,Blu Cantrell
4642,Without Me,Eminem
4643,Cleanin' Out My Closet,Eminem
4644,Rollout (My Business),Ludacris
4645,Rainy Dayz,Mary J. Blige
4646,More Than A Woman,Aaliyah
4647,Bouncin' Back (Bumpin' Me Against The Wall),Mystikal
4648,Baby,Ashanti feat. Crooked I
4649,The Whole World,Outkast Featuring Killer Mike & Joi
4650,Wanksta,50 Cent
4651,Thugz Mansion,2Pac
4652,Nothing in This World,Keke Wyatt
4653,When the Last Time,Clipse
4654,Break Ya Neck,Busta Rhymes
4655,Through the Rain,Mariah Carey
4656,Don't You Forget It,Glenn Lewis
4657,Good Times,Styles Featuring Redman & Method Man
4658,Saturday (Oooh! Ooooh!),Ludacris (featuring Sleepy Brown)
4659,Why Don't We Fall In Love,Amerie (featuring Ludacris)
4660,Down Ass Chick,Ja Rule
4661,Jenny from the Block,Jennifer Lopez
4662,Two Wrongs,Wyclef Jean
4663,Anything,Jaheim Featuring Next
4664,Full Moon,Brandy
4665,React,Erick Sermon
4666,Makin' Good Love,Avant
4667,Take Away,"Missy ""Misdemeanor"" Elliott (feat. Ginuwine & introducing Tweet)"
4668,Girlfriend,*NSYNC Featuring Nelly
4669, Call Me,Tweet
4670,Stingy,Ginuwine
4671,Po' Folks,Nappy Roots
4672,Satisfaction,Eve
4673,Brotha,Angie Stone
4674,Round And Round Remix,Jonell (Featuring Method Man)
4675,Sick of Being Lonely,Field Mob
4676,Gone,*NSYNC
4677,Grindin',Clipse
4678,Paradise,LL Cool J
4679,Welcome To Atlanta,Jermaine Dupri + Ludacris
4680,Trade It All (Part 2),Fabolous Featuring P. Diddy & Jagged Edge
4681,Don't Mess With My Man,Nivea Featuring Brian & Brandon Casey Of Jagged Edge
4682,Fabulous,Jaheim
4683,This Woman's Work,Maxwell
4684,Make It Clap,Busta Rhymes
4685,Gots Ta Be,B2K
4686,Thug Lovin',Ja Rule feat. Bobby Brown
4687,Someone to Love You,Ruff Endz
4688,No More Drama,Mary J. Blige
4689,Young'n (Holla Back),Fabolous
4690,Braid My Hair,Mario
4691,I'm Gonna Be Alright,Jennifer Lopez
4692,Talkin' To Me,Amerie
4693,I Should Be...,Dru Hill
4694,Burnin' Up,"Faith Evans Featuring Missy ""Misdemeanor"" Elliott"
4695,If I Could Go!,Angie Martinez
4696,You Know That I Love You, Donell Jones
4697,Why I Love You,B2K
4698,Made You Look,Nas
4699,One Mic,Nas
4700,In Da Club,50 Cent
4701,21 Questions,50 Cent Feat. Nate Dogg
4702,Hey Ya!,OutKast
4703,Baby Boy,Beyoncé Featuring Sean Paul
4704,Crazy In Love,Beyoncé (Featuring Jay-Z)
4705,Slow Jamz,Twista
4706,Miss You,Aaliyah
4707,The Way You Move,OutKast
4708,Stand Up,Ludacris featuring Shawna
4709,Get Busy,Sean Paul
4710,Milkshake,Kelis
4711,Turn Me On,Kevin Lyttle
4712,You Don't Know My Name,Alicia Keys
4713,Frontin',Pharrell Williams
4714,Ignition,R. Kelly
4715,P.I.M.P.,50 Cent
4716,Hotel,Cassidy
4717,"Bump, Bump, Bump",B2K & P. Diddy
4718,Can't Let You Go,Fabolous Featuring Mike Shorey & Lil' Mo
4719,I Know What You Want,Busta Rhymes & Mariah Carey
4720,Get Low,Lil Jon & The East Side Boyz Featuring Ying Yang Twins
4721,Right Thurr,Chingy
4722,Magic Stick,Lil' Kim (feat. 50 Cent)
4723,Shake Ya Tailfeather,Nelly / P. Diddy / Murphy Lee
4724,So Gone,Monica
4725,"Me, Myself and I",Beyoncé
4726,Excuse Me Miss,Jay-Z
4727,Damn!,Youngbloodz
4728,Step in the Name of Love,R. Kelly
4729,Walked Outta Heaven,Jagged Edge
4730,Superstar,Ruben Studdard
4731,Rock Wit U (Awww Baby),Ashanti
4732,Holidae In,Chingy featuring Ludacris & Snoop Dogg
4733,Rain on Me,Ashanti
4734,Beautiful,Snoop Dogg
4735,Wanksta,50 Cent
4736,Fuck It (I Don't Want You Back),Eamon
4737,All I Have,Jennifer Lopez Featuring LL Cool J
